trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
720,False,"{'a': 0.05, 'e': 0.25872827581810354}",20,8,17.853142456293966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.05, 'e': 0.25697157614805016}",30,22,12.65191142305359,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.05, 'e': 0.25521402698541684}",25,15,5.463793379793962,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.05, 'e': 0.2534556341402824}",20,15,9.701696588948789,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.05, 'e': 0.2516964034255135}",20,15,10.275353162407804,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.05, 'e': 0.24993634065674797}",20,0,-44.48978222237239,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
726,False,"{'a': 0.05, 'e': 0.2481754516523729}",20,10,6.985316395302977,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.05, 'e': 0.24641374223350784}",20,0,18.068298433637683,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
728,False,"{'a': 0.05, 'e': 0.24465121822398359}",20,2,-42.41038309721661,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
729,False,"{'a': 0.05, 'e': 0.24288788545032455}",25,6,2.9451233907368253,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
730,False,"{'a': 0.05, 'e': 0.24112374974172798}",20,8,-21.048274573756377,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
731,False,"{'a': 0.05, 'e': 0.2393588169300463}",35,8,35.565108111604104,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
732,False,"{'a': 0.05, 'e': 0.2375930928497663}",25,8,12.930004170983235,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
733,False,"{'a': 0.05, 'e': 0.23582658333799056}",35,15,16.11301379752034,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
734,False,"{'a': 0.05, 'e': 0.23405929423441874}",25,20,11.454569699016293,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.05, 'e': 0.23229123138132687}",20,10,-40.18606327522278,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
736,False,"{'a': 0.05, 'e': 0.23052240062354964}",20,0,11.300336406725688,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
737,False,"{'a': 0.05, 'e': 0.22875280780845939}",25,15,5.503134642850661,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
738,False,"{'a': 0.05, 'e': 0.22698245878594855}",25,9,29.577022634822523,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.05, 'e': 0.22521135940840858}",20,0,14.391545993477957,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
740,False,"{'a': 0.05, 'e': 0.2234395155307122}",20,8,-40.720624611939954,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
741,False,"{'a': 0.05, 'e': 0.2216669330101928}",20,13,14.112214291537386,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.05, 'e': 0.2198936177066254}",20,16,7.7242454679223815,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.05, 'e': 0.2181195754822082}",20,8,-1.9748653353482917,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
744,False,"{'a': 0.05, 'e': 0.21634481220154156}",35,19,26.732235584127462,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.05, 'e': 0.21456933373161033}",20,14,11.965509569394818,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.05, 'e': 0.2127931459417628}",25,20,10.118694017793228,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.05, 'e': 0.2110162547036929}",20,8,-1.8774130698719584,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
748,False,"{'a': 0.05, 'e': 0.20923866589141926}",20,0,11.678963012454886,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
749,False,"{'a': 0.05, 'e': 0.20746038538126732}",20,13,14.745864309589408,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.05, 'e': 0.2056814190518485}",20,6,15.101631264244517,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.05, 'e': 0.2039017727840414}",25,8,29.851576154760142,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.05, 'e': 0.202121452460973}",25,4,23.905133268232134,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
753,False,"{'a': 0.05, 'e': 0.20034046396799765}",30,12,0.11766437611857183,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
754,False,"{'a': 0.05, 'e': 0.19855881319267946}",20,0,-22.27198455990666,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
755,False,"{'a': 0.05, 'e': 0.196776506024771}",30,16,13.796350630156535,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 0.05, 'e': 0.1949935483561956}",30,2,9.23677761116263,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
757,False,"{'a': 0.05, 'e': 0.19320994608102612}",20,11,5.50467402966714,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
758,False,"{'a': 0.05, 'e': 0.19142570509546725}",20,5,13.869508176572172,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.05, 'e': 0.18964083129783446}",25,11,7.861325424953501,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
760,False,"{'a': 0.05, 'e': 0.18785533058853518}",20,2,23.15167935591514,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.05, 'e': 0.18606920887004985}",25,5,3.8454979434514476,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
762,False,"{'a': 0.05, 'e': 0.18428247204691103}",20,0,-0.6628145745644467,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
763,False,"{'a': 0.05, 'e': 0.18249512602568557}",30,16,-10.09593841143688,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
764,False,"{'a': 0.05, 'e': 0.1807071767149533}",20,9,19.93441669227783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.05, 'e': 0.1789186300252892}",30,17,23.155280749207073,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.05, 'e': 0.1771294918692423}",25,7,-19.00241616275295,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
767,False,"{'a': 0.05, 'e': 0.1753397681613177}",25,18,10.940206072864374,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.05, 'e': 0.1735494648179553}",20,8,18.465892191464008,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.05, 'e': 0.17175858775751213}",20,0,28.56739783991753,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
770,False,"{'a': 0.05, 'e': 0.16996714290024104}",20,10,-1.5236238834522426,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
771,False,"{'a': 0.05, 'e': 0.16817513616827195}",25,11,2.844926904332019,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
772,False,"{'a': 0.05, 'e': 0.16638257348559288}",25,0,-99.0953191582226,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
773,False,"{'a': 0.05, 'e': 0.16458946077802877}",25,16,16.669392922152046,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.05, 'e': 0.1627958039732238}",20,2,-30.233691533340586,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
775,False,"{'a': 0.05, 'e': 0.16100160900061983}",25,3,11.763875943041109,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
776,False,"{'a': 0.05, 'e': 0.15920688179143874}",25,10,11.822522562974981,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.05, 'e': 0.15741162827866095}",20,11,18.533016712041068,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.05, 'e': 0.15561585439700765}",20,15,1.6701978425621042,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.05, 'e': 0.15381956608291952}",20,9,9.893203293063973,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
780,False,"{'a': 0.05, 'e': 0.15202276927453795}",20,1,11.850078647569578,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
781,False,"{'a': 0.05, 'e': 0.15022546991168584}",20,8,0.019431339206448905,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
782,False,"{'a': 0.05, 'e': 0.14842767393584666}",20,15,9.708850844794664,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.05, 'e': 0.14662938729014638}",30,4,21.17015619730275,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
784,False,"{'a': 0.05, 'e': 0.1448306159193322}",20,11,3.299173079585746,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
785,False,"{'a': 0.05, 'e': 0.1430313657697545}",35,12,6.799998872306052,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
786,False,"{'a': 0.05, 'e': 0.14123164278934563}",20,7,25.05834435904501,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.05, 'e': 0.13943145292760184}",20,2,22.53473130578384,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.05, 'e': 0.1376308021355621}",25,15,16.332138646392448,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.05, 'e': 0.1358296963657892}",20,12,2.3548650190695923,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
790,False,"{'a': 0.05, 'e': 0.13402814157235057}",30,4,21.297084424245313,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
791,False,"{'a': 0.05, 'e': 0.1322261437107972}",20,7,26.919470884456945,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.05, 'e': 0.13042370873814554}",20,11,9.721090483768114,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.05, 'e': 0.1286208426128563}",20,9,21.30941282482504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.05, 'e': 0.12681755129481628}",25,11,-14.009758079078289,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
795,False,"{'a': 0.05, 'e': 0.125013840745317}",20,6,-16.317449048541047,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
796,False,"{'a': 0.05, 'e': 0.12320971692703675}",30,13,27.941235317035506,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.05, 'e': 0.12140518580401936}",25,9,28.460621774161094,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.05, 'e': 0.11960025334165512}",20,15,8.776633549591313,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.05, 'e': 0.1177949255066617}",20,11,7.587225197386025,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
800,False,"{'a': 0.05, 'e': 0.11598920826706291}",20,0,29.7696995241795,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
801,False,"{'a': 0.05, 'e': 0.11418310759217074}",20,6,-19.370859805652827,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
802,False,"{'a': 0.05, 'e': 0.11237662945256384}",20,8,19.94402798505204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.05, 'e': 0.11056977982006959}",20,5,9.94354222472122,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
804,False,"{'a': 0.05, 'e': 0.1087625646677425}",25,11,12.321244282458574,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
805,False,"{'a': 0.05, 'e': 0.10695498996984638}",25,11,23.608809428294634,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.05, 'e': 0.10514706170183288}",25,12,19.914115420017012,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.05, 'e': 0.10333878584032251}",25,16,15.850349094622628,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.05, 'e': 0.10153016836308551}",25,7,31.038402855112487,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.05, 'e': 0.09972121524902054}",20,13,13.011699175533847,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.05, 'e': 0.09791193247813669}",25,11,9.831257046206188,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
811,False,"{'a': 0.05, 'e': 0.09610232603153195}",20,14,-9.126668184886109,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
812,False,"{'a': 0.05, 'e': 0.09429240189137517}",20,16,8.065660497101504,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.05, 'e': 0.09248216604088456}",20,11,10.377219218038169,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.05, 'e': 0.09067162446430968}",20,1,26.681992587062616,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.05, 'e': 0.08886078314690982}",25,15,-4.861269068629957,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
816,False,"{'a': 0.05, 'e': 0.08704964807493606}",30,16,28.981348023966397,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.05, 'e': 0.08523822523560995}",20,16,9.689970357746484,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.05, 'e': 0.08342652061710425}",20,10,18.76336891730555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.05, 'e': 0.08161454020852395}",20,11,13.153507437296408,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.05, 'e': 0.07980228999988483}",20,2,28.435903864127845,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.05, 'e': 0.07798977598209546}",25,12,2.722979429941028,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
822,False,"{'a': 0.05, 'e': 0.07617700414693564}",20,10,18.485174580908687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.05, 'e': 0.07436398048703832}",30,13,30.029545800814038,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.05, 'e': 0.07255071099586805}",30,16,15.514224514849722,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
825,False,"{'a': 0.05, 'e': 0.0707372016677029}",20,9,4.849576033704202,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
826,False,"{'a': 0.05, 'e': 0.06892345849761322}",20,14,10.983583262351107,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.05, 'e': 0.06710948748144227}",20,5,28.620079996547286,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.05, 'e': 0.06529529461578727}",25,17,15.165187448251686,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.05, 'e': 0.06348088589797792}",30,20,19.76237067041397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.05, 'e': 0.06166626732605833}",30,21,15.022884229595133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.05, 'e': 0.0598514448987655}",25,16,-27.068230608188713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
832,False,"{'a': 0.05, 'e': 0.05803642461551121}",20,1,29.70888977620356,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.05, 'e': 0.0562212124763604}",30,18,23.806593149138877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.05, 'e': 0.05440581448201317}",25,15,7.472613620177675,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
835,False,"{'a': 0.05, 'e': 0.0525902366337833}",25,5,31.066609525341946,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.05, 'e': 0.05077448493357918}",20,12,14.488658593595405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.05, 'e': 0.048958565383884545}",20,8,21.31635399734904,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.05, 'e': 0.04714248398773714}",20,13,9.526715397077115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.05, 'e': 0.045326246748710615}",25,20,11.850571157729561,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.05, 'e': 0.04350985967089292}",25,17,16.490315555798894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.05, 'e': 0.04169332875886823}",20,9,21.398319026797846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.05, 'e': 0.0398766600176953}",35,15,37.452726431462295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.05, 'e': 0.03805985945288943}",35,23,21.702690346535903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.05, 'e': 0.036242933070401016}",25,7,18.144360173540832,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
845,False,"{'a': 0.05, 'e': 0.034425886876596395}",30,12,35.06012768952032,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.05, 'e': 0.03260872687823863}",20,4,26.066688588118776,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.05, 'e': 0.03079145908246612}",25,20,9.978474898117732,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.05, 'e': 0.02897408949677449}",25,13,18.908187643724208,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.05, 'e': 0.027156624128994986}",25,12,24.980883865483307,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.05, 'e': 0.02533906898727637}",20,0,27.107771864361887,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
851,False,"{'a': 0.05, 'e': 0.0235214300800633}",20,13,9.536336899831873,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.05, 'e': 0.021703713416078213}",25,0,35.40427666079121,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
853,False,"{'a': 0.05, 'e': 0.019885925004299726}",25,7,20.131032299724943,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
854,False,"{'a': 0.05, 'e': 0.018068070853944514}",25,17,16.353048920731325,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.05, 'e': 0.01625015697444591}",20,11,18.868428994479743,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.05, 'e': 0.014432189375434695}",20,16,6.7169932791766005,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.05, 'e': 0.012614174066719903}",25,17,18.17592704689814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.05, 'e': 0.010796117058267392}",30,18,-17.537554249656186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
859,False,"{'a': 0.05, 'e': 0.00897802436018177}",20,2,30.85825087756647,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,12,15.164100240969844,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,10,19.341123661317493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,9,20.1733664754409,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,10,15.461491354957978,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,7,31.93292626548162,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,5,28.45202325236375,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,8,22.210831502475727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,7,24.154834591632138,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,12,18.727215836880447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,13,13.849701057253785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,11,23.490495782444757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,9,17.597226970369757,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,18,21.871484077756413,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,16,20.417411284793616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,20,9.019786335315885,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,8,30.05326826315936,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,7,29.14060979464702,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,12,15.63579574248254,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,16,13.66632697473417,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,17,25.094160296170372,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,10,26.828167149512325,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,15,17.7022039945705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,14,10.54802791539342,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,11,26.678381709815636,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",30,19,22.72465699323729,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,13,14.243880351283618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,16,9.265434480192745,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",30,11,34.00584128289732,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,2,32.80320582113312,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,6,21.80595930399757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
