trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.05, 'e': 0.9999983471078934}",25,0,-119.43260345569172,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
2,False,"{'a': 0.05, 'e': 0.9999933884370376}",20,0,-73.8478162192168,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
3,False,"{'a': 0.05, 'e': 0.9999851240038249}",20,0,-128.54124530147308,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
4,False,"{'a': 0.05, 'e': 0.9999735538355757}",20,0,-159.6057256059938,"{0: 11, 1: 2, 2: 2, 3: 3, 4: 2}",0
5,False,"{'a': 0.05, 'e': 0.9999586779705386}",20,0,-132.27610653856942,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
6,False,"{'a': 0.05, 'e': 0.9999404964578898}",20,0,-85.3566430678916,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
7,False,"{'a': 0.05, 'e': 0.9999190093577338}",25,0,-182.94226205488033,"{0: 12, 1: 0, 2: 10, 3: 1, 4: 2}",0
8,False,"{'a': 0.05, 'e': 0.999894216741102}",30,0,-316.65468519099437,"{0: 12, 1: 5, 2: 6, 3: 2, 4: 5}",0
9,False,"{'a': 0.05, 'e': 0.9998661186899536}",20,0,-106.16799824891426,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
10,False,"{'a': 0.05, 'e': 0.9998347152971745}",20,0,-131.98744938336415,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
11,False,"{'a': 0.05, 'e': 0.9998000066665778}",20,10,-94.80185956482494,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 2}",1
12,False,"{'a': 0.05, 'e': 0.9997619929129026}",25,0,-158.10602540210246,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
13,False,"{'a': 0.05, 'e': 0.9997206741618141}",30,0,-86.21993514720464,"{0: 20, 1: 3, 2: 5, 3: 2, 4: 0}",0
14,False,"{'a': 0.05, 'e': 0.9996760505499034}",20,0,-92.12621211765935,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
15,False,"{'a': 0.05, 'e': 0.9996281222246863}",25,0,-97.72671589445807,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",1
16,False,"{'a': 0.05, 'e': 0.9995768893446036}",30,0,-164.985665390217,"{0: 17, 1: 3, 2: 5, 3: 4, 4: 1}",0
17,False,"{'a': 0.05, 'e': 0.9995223520790202}",25,0,-69.49531932543557,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
18,False,"{'a': 0.05, 'e': 0.9994645106082245}",20,0,-101.64614728260376,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
19,False,"{'a': 0.05, 'e': 0.9994033651234279}",35,0,-169.47627822183375,"{0: 23, 1: 4, 2: 5, 3: 0, 4: 3}",0
20,False,"{'a': 0.05, 'e': 0.999338915826764}",20,0,-111.53778441523973,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
21,False,"{'a': 0.05, 'e': 0.9992711629312886}",25,0,-188.27487951386067,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
22,False,"{'a': 0.05, 'e': 0.9992001066609779}",20,0,-106.23653731600326,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
23,False,"{'a': 0.05, 'e': 0.9991257472507288}",30,0,-143.1612931353471,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
24,False,"{'a': 0.05, 'e': 0.9990480849463573}",20,0,-74.92572828022364,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
25,False,"{'a': 0.05, 'e': 0.9989671200045982}",25,0,-96.38499411056823,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
26,False,"{'a': 0.05, 'e': 0.9988828526931043}",20,3,-134.77595038552724,"{0: 8, 1: 0, 2: 7, 3: 0, 4: 2}",1
27,False,"{'a': 0.05, 'e': 0.9987952832904451}",20,0,-147.69310599954352,"{0: 7, 1: 5, 2: 5, 3: 2, 4: 1}",0
28,False,"{'a': 0.05, 'e': 0.9987044120861059}",30,0,-148.92717740685595,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 3}",0
29,False,"{'a': 0.05, 'e': 0.9986102393804877}",20,0,-120.20224542647425,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
30,False,"{'a': 0.05, 'e': 0.9985127654849048}",20,0,-76.88398973507488,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
31,False,"{'a': 0.05, 'e': 0.998411990721585}",20,0,-136.96517135262,"{0: 10, 1: 2, 2: 4, 3: 3, 4: 1}",0
32,False,"{'a': 0.05, 'e': 0.998307915423668}",30,0,-236.09658506129563,"{0: 15, 1: 5, 2: 5, 3: 1, 4: 4}",0
33,False,"{'a': 0.05, 'e': 0.9982005399352042}",20,15,-1.74811542122489,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
34,False,"{'a': 0.05, 'e': 0.9980898646111537}",25,0,-151.69996808311032,"{0: 11, 1: 6, 2: 5, 3: 2, 4: 1}",0
35,False,"{'a': 0.05, 'e': 0.9979758898173854}",30,0,-169.0847812315276,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
36,False,"{'a': 0.05, 'e': 0.9978586159306753}",20,1,-70.6073899490965,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
37,False,"{'a': 0.05, 'e': 0.9977380433387055}",20,0,-72.14801873107717,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
38,False,"{'a': 0.05, 'e': 0.9976141724400631}",25,0,-62.25932772933542,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
39,False,"{'a': 0.05, 'e': 0.9974870036442385}",30,0,-179.90198854242396,"{0: 16, 1: 3, 2: 7, 3: 2, 4: 2}",0
40,False,"{'a': 0.05, 'e': 0.9973565373716243}",30,0,-92.71616532432083,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
41,False,"{'a': 0.05, 'e': 0.9972227740535139}",25,0,-137.28235432720035,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
42,False,"{'a': 0.05, 'e': 0.9970857141320998}",20,0,-51.7386474902021,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
43,False,"{'a': 0.05, 'e': 0.9969453580604727}",25,0,-88.05428264230277,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
44,False,"{'a': 0.05, 'e': 0.9968017063026194}",25,0,-107.71493919739177,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
45,False,"{'a': 0.05, 'e': 0.9966547593334216}",20,0,-138.82363661710446,"{0: 8, 1: 7, 2: 3, 3: 0, 4: 2}",0
46,False,"{'a': 0.05, 'e': 0.9965045176386543}",30,0,-158.07994741094961,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
47,False,"{'a': 0.05, 'e': 0.9963509817149842}",20,0,-125.44395787845023,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
48,False,"{'a': 0.05, 'e': 0.9961941520699679}",20,0,-51.421428516559466,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
49,False,"{'a': 0.05, 'e': 0.9960340292220502}",25,0,-238.70555459389084,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 5}",0
50,False,"{'a': 0.05, 'e': 0.9958706137005628}",25,0,-215.58964788926028,"{0: 11, 1: 3, 2: 7, 3: 1, 4: 3}",0
51,False,"{'a': 0.05, 'e': 0.9957039060457222}",30,0,-147.3272769382872,"{0: 15, 1: 6, 2: 7, 3: 1, 4: 1}",0
52,False,"{'a': 0.05, 'e': 0.9955339068086279}",30,0,-236.6081554820314,"{0: 16, 1: 2, 2: 8, 3: 0, 4: 4}",0
53,False,"{'a': 0.05, 'e': 0.9953606165512606}",20,2,-23.26831449329111,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
54,False,"{'a': 0.05, 'e': 0.9951840358464807}",25,0,-80.70095210598645,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
55,False,"{'a': 0.05, 'e': 0.9950041652780258}",25,0,-250.18181681923076,"{0: 10, 1: 4, 2: 6, 3: 1, 4: 4}",0
56,False,"{'a': 0.05, 'e': 0.9948210054405091}",20,0,-123.99062145683074,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
57,False,"{'a': 0.05, 'e': 0.9946345569394176}",20,12,-28.523035975957026,"{0: 4, 1: 1, 2: 3, 3: 0, 4: 0}",1
58,False,"{'a': 0.05, 'e': 0.9944448203911097}",20,0,-184.70233872884995,"{0: 8, 1: 2, 2: 6, 3: 2, 4: 2}",0
59,False,"{'a': 0.05, 'e': 0.9942517964228137}",20,0,-98.54979041308442,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
60,False,"{'a': 0.05, 'e': 0.994055485672625}",20,0,-113.76519108827503,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
61,False,"{'a': 0.05, 'e': 0.9938558887895046}",20,0,-90.83565192183542,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
62,False,"{'a': 0.05, 'e': 0.9936530064332768}",20,0,-145.1623335114228,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
63,False,"{'a': 0.05, 'e': 0.993446839274627}",20,0,-24.61108723852254,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
64,False,"{'a': 0.05, 'e': 0.993237387995099}",35,8,-122.95446748748708,"{0: 15, 1: 5, 2: 4, 3: 2, 4: 1}",1
65,False,"{'a': 0.05, 'e': 0.9930246532870938}",20,0,-107.32312486396867,"{0: 12, 1: 0, 2: 4, 3: 4, 4: 0}",0
66,False,"{'a': 0.05, 'e': 0.9928086358538663}",20,0,-125.77868818568305,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
67,False,"{'a': 0.05, 'e': 0.9925893364095235}",25,0,-140.68182280636879,"{0: 11, 1: 4, 2: 9, 3: 0, 4: 1}",0
68,False,"{'a': 0.05, 'e': 0.9923667556790223}",25,0,-135.80089280320718,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
69,False,"{'a': 0.05, 'e': 0.9921408943981663}",20,0,-110.03533845363705,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
70,False,"{'a': 0.05, 'e': 0.9919117533136044}",30,0,-156.787490376451,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
71,False,"{'a': 0.05, 'e': 0.9916793331828272}",25,0,-79.318920229791,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 0}",0
72,False,"{'a': 0.05, 'e': 0.9914436347741659}",20,0,-18.83778045439541,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
73,False,"{'a': 0.05, 'e': 0.9912046588667883}",25,0,-54.75322294789917,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
74,False,"{'a': 0.05, 'e': 0.9909624062506973}",25,0,-115.12444103846391,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
75,False,"{'a': 0.05, 'e': 0.9907168777267278}",30,0,-177.5359051484199,"{0: 21, 1: 0, 2: 4, 3: 2, 4: 3}",0
76,False,"{'a': 0.05, 'e': 0.990468074106544}",20,0,-67.59317615565479,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
77,False,"{'a': 0.05, 'e': 0.9902159962126371}",25,8,-66.32873227409333,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
78,False,"{'a': 0.05, 'e': 0.9899606448783222}",25,0,-11.494123867415443,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
79,False,"{'a': 0.05, 'e': 0.9897020209477357}",30,0,-86.49598385868387,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
80,False,"{'a': 0.05, 'e': 0.9894401252758326}",20,0,-20.9074578492161,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
81,False,"{'a': 0.05, 'e': 0.9891749587283832}",20,0,-98.37154814730269,"{0: 9, 1: 2, 2: 8, 3: 1, 4: 0}",0
82,False,"{'a': 0.05, 'e': 0.9889065221819712}",20,0,-63.22520907896785,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
83,False,"{'a': 0.05, 'e': 0.9886348165239897}",25,0,-70.56745409935226,"{0: 20, 1: 2, 2: 0, 3: 2, 4: 1}",0
84,False,"{'a': 0.05, 'e': 0.9883598426526389}",35,0,-260.5946665439249,"{0: 17, 1: 4, 2: 8, 3: 3, 4: 3}",0
85,False,"{'a': 0.05, 'e': 0.9880816014769234}",20,0,-104.10596759213873,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
86,False,"{'a': 0.05, 'e': 0.9878000939166481}",20,0,-147.12906963208536,"{0: 7, 1: 4, 2: 5, 3: 4, 4: 0}",0
87,False,"{'a': 0.05, 'e': 0.9875153209024167}",25,17,12.2963287818543,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.05, 'e': 0.9872272833756269}",20,0,-171.8063719466779,"{0: 8, 1: 1, 2: 8, 3: 1, 4: 2}",0
89,False,"{'a': 0.05, 'e': 0.9869359822884689}",20,0,-118.67260378883054,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
90,False,"{'a': 0.05, 'e': 0.9866414186039211}",30,0,-181.49938359809727,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
91,False,"{'a': 0.05, 'e': 0.9863435932957475}",25,0,-170.02881873607174,"{0: 10, 1: 7, 2: 5, 3: 1, 4: 2}",0
92,False,"{'a': 0.05, 'e': 0.9860425073484943}",20,0,-76.27367560250295,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
93,False,"{'a': 0.05, 'e': 0.9857381617574867}",20,2,-95.29779466839426,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 2}",1
94,False,"{'a': 0.05, 'e': 0.9854305575288256}",20,0,-81.62210875997106,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
95,False,"{'a': 0.05, 'e': 0.9851196956793841}",20,0,-90.59938106007256,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
96,False,"{'a': 0.05, 'e': 0.9848055772368043}",20,0,-74.03996101536463,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
97,False,"{'a': 0.05, 'e': 0.9844882032394943}",25,0,-46.70244336302586,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
98,False,"{'a': 0.05, 'e': 0.9841675747366238}",20,0,-165.51525730580119,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
99,False,"{'a': 0.05, 'e': 0.9838436927881214}",30,0,-151.64048109917226,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
100,False,"{'a': 0.05, 'e': 0.9835165584646711}",20,0,-60.81614065175364,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
101,False,"{'a': 0.05, 'e': 0.9831861728477084}",20,0,-64.26560638801533,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
102,False,"{'a': 0.05, 'e': 0.9828525370294168}",30,0,-118.3902169823262,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
103,False,"{'a': 0.05, 'e': 0.9825156521127242}",25,0,-143.44943628024708,"{0: 12, 1: 6, 2: 5, 3: 0, 4: 2}",0
104,False,"{'a': 0.05, 'e': 0.9821755192112996}",20,0,-35.55536222206027,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
105,False,"{'a': 0.05, 'e': 0.981832139449549}",30,9,-115.77940892228544,"{0: 11, 1: 0, 2: 9, 3: 0, 4: 1}",1
106,False,"{'a': 0.05, 'e': 0.9814855139626115}",20,0,-143.28180369449478,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
107,False,"{'a': 0.05, 'e': 0.9811356438963565}",20,0,-89.11167786048155,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
108,False,"{'a': 0.05, 'e': 0.9807825304073788}",30,0,-181.88509261784293,"{0: 19, 1: 3, 2: 3, 3: 2, 4: 3}",0
109,False,"{'a': 0.05, 'e': 0.9804261746629955}",25,0,-118.18984655575403,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
110,False,"{'a': 0.05, 'e': 0.9800665778412416}",20,2,-50.11206206346752,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.05, 'e': 0.9797037411308668}",30,0,-233.32240906022952,"{0: 18, 1: 0, 2: 6, 3: 2, 4: 4}",0
112,False,"{'a': 0.05, 'e': 0.9793376657313309}",25,0,-147.69322900518193,"{0: 10, 1: 2, 2: 11, 3: 2, 4: 0}",0
113,False,"{'a': 0.05, 'e': 0.9789683528528}",25,0,-192.1546865975542,"{0: 13, 1: 5, 2: 2, 3: 2, 4: 3}",0
114,False,"{'a': 0.05, 'e': 0.978595803716143}",30,0,-210.5824553630113,"{0: 14, 1: 3, 2: 9, 3: 2, 4: 2}",0
115,False,"{'a': 0.05, 'e': 0.9782200195529269}",25,0,-133.6855566611314,"{0: 13, 1: 6, 2: 4, 3: 0, 4: 2}",0
116,False,"{'a': 0.05, 'e': 0.9778410016054131}",20,0,-61.46152190855996,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
117,False,"{'a': 0.05, 'e': 0.977458751126553}",25,0,-184.21679534188132,"{0: 11, 1: 0, 2: 10, 3: 3, 4: 1}",0
118,False,"{'a': 0.05, 'e': 0.9770732693799844}",20,0,-23.199393309986398,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
119,False,"{'a': 0.05, 'e': 0.9766845576400266}",30,0,-44.63829429620515,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
120,False,"{'a': 0.05, 'e': 0.9762926171916767}",25,0,-246.9675170297354,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 5}",0
121,False,"{'a': 0.05, 'e': 0.9758974493306055}",20,0,-74.49569860622086,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
122,False,"{'a': 0.05, 'e': 0.9754990553631524}",25,0,-79.73679808494961,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
123,False,"{'a': 0.05, 'e': 0.9750974366063221}",30,0,-124.67547719252117,"{0: 18, 1: 3, 2: 5, 3: 4, 4: 0}",0
124,False,"{'a': 0.05, 'e': 0.9746925943877794}",20,0,-53.014042635770835,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
125,False,"{'a': 0.05, 'e': 0.9742845300458455}",25,0,-112.79410568110322,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
126,False,"{'a': 0.05, 'e': 0.9738732449294928}",20,0,-75.44118656316502,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
127,False,"{'a': 0.05, 'e': 0.9734587403983412}",20,0,-67.11908724391438,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
128,False,"{'a': 0.05, 'e': 0.9730410178226535}",20,0,-173.80838263389592,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
129,False,"{'a': 0.05, 'e': 0.9726200785833301}",20,0,-22.223342076541268,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
130,False,"{'a': 0.05, 'e': 0.9721959240719054}",20,0,-90.95792860971012,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
131,False,"{'a': 0.05, 'e': 0.9717685556905427}",20,6,-8.900850521884188,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
132,False,"{'a': 0.05, 'e': 0.9713379748520297}",25,0,-267.0824491095429,"{0: 10, 1: 2, 2: 7, 3: 2, 4: 4}",0
133,False,"{'a': 0.05, 'e': 0.9709041829797735}",25,0,-131.90325022751554,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
134,False,"{'a': 0.05, 'e': 0.9704671815077968}",30,0,-206.7356940545813,"{0: 15, 1: 3, 2: 9, 3: 0, 4: 3}",0
135,False,"{'a': 0.05, 'e': 0.9700269718807317}",25,0,-29.317602803760817,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
136,False,"{'a': 0.05, 'e': 0.9695835555538167}",20,0,-124.93284959292139,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
137,False,"{'a': 0.05, 'e': 0.9691369339928902}",30,0,-87.96724791748953,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
138,False,"{'a': 0.05, 'e': 0.9686871086743869}",35,0,-256.40111335098214,"{0: 20, 1: 3, 2: 6, 3: 2, 4: 4}",0
139,False,"{'a': 0.05, 'e': 0.968234081085332}",30,0,-62.96034435434693,"{0: 19, 1: 6, 2: 5, 3: 0, 4: 0}",0
140,False,"{'a': 0.05, 'e': 0.9677778527233373}",20,0,-73.97211508855145,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
141,False,"{'a': 0.05, 'e': 0.9673184250965949}",30,0,-127.74854775623551,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
142,False,"{'a': 0.05, 'e': 0.9668557997238737}",20,0,-46.23137999696928,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
143,False,"{'a': 0.05, 'e': 0.9663899781345132}",30,0,-133.6043318369726,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
144,False,"{'a': 0.05, 'e': 0.9659209618684191}",20,0,-102.0678933815589,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
145,False,"{'a': 0.05, 'e': 0.9654487524760581}",30,0,-94.99383897521724,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
146,False,"{'a': 0.05, 'e': 0.9649733515184523}",20,0,-28.197099192537095,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
147,False,"{'a': 0.05, 'e': 0.9644947605671749}",35,0,-225.02251872545966,"{0: 20, 1: 2, 2: 9, 3: 1, 4: 3}",0
148,False,"{'a': 0.05, 'e': 0.9640129812043441}",30,0,-112.76731754982883,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
149,False,"{'a': 0.05, 'e': 0.9635280150226188}",30,0,-108.19826948026318,"{0: 18, 1: 1, 2: 10, 3: 1, 4: 0}",0
150,False,"{'a': 0.05, 'e': 0.9630398636251922}",25,0,-205.90033823992843,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 4}",0
151,False,"{'a': 0.05, 'e': 0.9625485286257878}",20,0,-194.00182333568856,"{0: 9, 1: 0, 2: 8, 3: 0, 4: 3}",0
152,False,"{'a': 0.05, 'e': 0.9620540116486529}",30,0,-249.40822293737247,"{0: 12, 1: 5, 2: 8, 3: 2, 4: 3}",0
153,False,"{'a': 0.05, 'e': 0.9615563143285539}",20,0,-65.88402400064224,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
154,False,"{'a': 0.05, 'e': 0.9610554383107709}",20,0,-13.289132898653424,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
155,False,"{'a': 0.05, 'e': 0.9605513852510918}",20,4,-5.960180579548847,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
156,False,"{'a': 0.05, 'e': 0.9600441568158073}",25,0,-102.44346596296313,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
157,False,"{'a': 0.05, 'e': 0.9595337546817052}",35,0,-189.3105042401285,"{0: 18, 1: 7, 2: 7, 3: 1, 4: 2}",0
158,False,"{'a': 0.05, 'e': 0.9590201805360647}",25,0,-92.18354083954864,"{0: 15, 1: 6, 2: 2, 3: 1, 4: 1}",0
159,False,"{'a': 0.05, 'e': 0.9585034360766512}",20,0,-59.526923144264565,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
160,False,"{'a': 0.05, 'e': 0.9579835230117104}",30,0,-146.49674974882518,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
161,False,"{'a': 0.05, 'e': 0.9574604430599626}",20,0,-44.342424235705806,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
162,False,"{'a': 0.05, 'e': 0.9569341979505972}",20,3,-124.15803757809391,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 2}",1
163,False,"{'a': 0.05, 'e': 0.9564047894232671}",30,0,-148.9262991235817,"{0: 16, 1: 3, 2: 9, 3: 1, 4: 1}",0
164,False,"{'a': 0.05, 'e': 0.9558722192280827}",25,0,-105.23617756604318,"{0: 17, 1: 3, 2: 1, 3: 3, 4: 1}",0
165,False,"{'a': 0.05, 'e': 0.955336489125606}",25,16,-27.60374609546993,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
166,False,"{'a': 0.05, 'e': 0.9547976008868452}",20,0,-67.36432329030269,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
167,False,"{'a': 0.05, 'e': 0.9542555562932485}",20,0,-49.62247096655369,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
168,False,"{'a': 0.05, 'e': 0.9537103571366984}",20,0,-151.7623846507745,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
169,False,"{'a': 0.05, 'e': 0.9531620052195056}",20,0,-118.05054926391372,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
170,False,"{'a': 0.05, 'e': 0.9526105023544031}",30,13,-42.52132297805082,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
171,False,"{'a': 0.05, 'e': 0.9520558503645408}",25,0,-213.5052365306845,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
172,False,"{'a': 0.05, 'e': 0.951498051083478}",20,0,-150.92951421580707,"{0: 9, 1: 0, 2: 8, 3: 2, 4: 1}",0
173,False,"{'a': 0.05, 'e': 0.9509371063551789}",30,0,-144.393125504154,"{0: 18, 1: 3, 2: 5, 3: 3, 4: 1}",0
174,False,"{'a': 0.05, 'e': 0.950373018034006}",20,0,-78.64518154752854,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
175,False,"{'a': 0.05, 'e': 0.9498057879847133}",25,0,-82.62001763675134,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
176,False,"{'a': 0.05, 'e': 0.9492354180824408}",25,0,-100.843035185063,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
177,False,"{'a': 0.05, 'e': 0.9486619102127087}",20,8,-89.21204520573701,"{0: 6, 1: 0, 2: 4, 3: 1, 4: 1}",1
178,False,"{'a': 0.05, 'e': 0.9480852662714101}",20,0,-132.85109765506567,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
179,False,"{'a': 0.05, 'e': 0.9475054881648053}",20,0,-143.7656406655401,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
180,False,"{'a': 0.05, 'e': 0.9469225778095158}",25,0,-181.22645401971397,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
181,False,"{'a': 0.05, 'e': 0.9463365371325173}",20,0,-76.7621816285993,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
182,False,"{'a': 0.05, 'e': 0.945747368071134}",25,0,-40.61741911619011,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
183,False,"{'a': 0.05, 'e': 0.9451550725730316}",20,3,-78.80920239201241,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 1}",1
184,False,"{'a': 0.05, 'e': 0.944559652596211}",20,0,-153.68265697675292,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
